Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Contract Valid Until,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
36,64,64,1562,1,4,2,2023,47,64,71,62,59,59,49,63,43,57,61,64,51,58,59,62,69,67,80,61,43,15,60,52,69,48,25,32,13,8,8,11,12,8
34,64,64,1610,1,3,2,2021,54,24,65,62,54,45,50,44,58,48,68,59,63,56,68,41,68,52,53,42,61,65,44,45,57,41,70,61,68,15,11,14,10,15
20,64,79,1538,1,3,4,2020,56,44,37,58,48,71,52,49,49,68,84,79,79,49,80,50,59,64,55,45,48,27,57,60,50,60,26,26,23,9,13,11,5,7
20,64,75,1404,1,3,2,2022,39,32,65,52,32,48,33,29,41,55,41,42,57,56,44,49,52,61,72,24,62,61,41,32,40,49,66,66,61,7,11,6,13,14
27,64,64,1714,1,3,2,2020,62,33,50,59,33,58,51,50,51,59,77,79,81,54,84,45,92,69,75,25,72,62,53,45,54,62,60,66,60,6,7,15,12,15
24,64,69,1714,1,3,2,2021,49,41,56,65,48,48,73,68,68,62,60,61,69,52,57,63,76,76,71,52,61,66,47,59,33,64,59,62,57,10,16,7,7,15
25,64,68,1665,1,2,2,2019,53,37,55,52,38,40,72,74,31,60,76,81,80,65,77,47,59,81,61,29,61,59,50,39,50,56,60,61,61,8,14,12,9,13
32,64,64,1516,1,3,2,2019,31,64,72,57,56,51,55,52,42,60,44,58,35,63,32,70,34,62,90,53,66,29,64,46,76,68,21,43,23,15,15,13,11,13
28,64,64,1556,1,3,2,2019,28,63,64,54,54,57,37,32,32,65,75,77,68,61,60,57,75,67,70,56,62,16,64,51,66,54,34,40,35,8,7,6,6,9
23,64,70,1599,1,3,2,2019,65,42,55,59,32,47,28,27,49,58,73,76,75,64,74,42,71,71,45,32,70,60,57,52,39,49,58,61,58,13,10,9,14,13
26,64,66,1352,1,2,2,2023,25,23,59,52,26,39,26,27,50,40,47,49,42,58,53,32,72,65,70,21,67,69,22,26,38,44,66,65,60,12,12,16,11,12
22,64,68,1501,1,4,2,2019,32,64,65,49,48,62,37,32,29,58,69,73,69,54,69,70,76,69,73,52,37,18,66,47,67,47,14,19,21,9,16,16,9,12
26,64,66,1505,1,2,2,2020,53,28,62,47,34,48,41,26,43,44,66,63,61,51,37,47,58,75,86,29,69,60,45,30,47,55,64,64,63,14,13,14,8,15
23,64,72,1404,1,2,2,2021,29,22,66,58,27,32,29,29,54,36,57,57,48,47,52,61,70,61,65,28,71,62,28,40,36,51,67,66,62,13,7,7,5,12
25,64,69,1591,1,2,2,2019,39,35,55,69,45,46,48,32,61,59,61,54,59,61,58,48,68,67,74,45,64,56,48,50,35,56,58,68,65,12,15,13,9,14
25,64,66,1824,1,3,2,2019,64,52,55,61,55,61,66,60,58,60,74,75,75,56,73,64,74,82,65,54,70,59,59,60,55,58,59,62,60,13,11,13,7,12
28,64,64,1716,1,3,3,2020,61,39,53,65,63,65,58,50,61,63,74,74,72,65,71,58,63,64,57,47,55,58,45,55,46,64,61,62,64,13,11,7,9,7
23,64,71,1456,1,2,2,2020,29,32,63,56,31,47,39,32,46,55,52,55,37,59,44,53,66,61,70,38,69,63,37,39,47,58,64,62,60,6,13,7,12,12
25,64,69,1695,1,3,3,"Jun 30, 2019",72,65,56,65,45,64,43,34,54,63,82,82,83,54,70,65,66,71,57,67,61,11,59,58,59,52,45,38,39,13,15,14,12,13
24,64,68,1349,1,3,2,2021,23,24,55,51,21,34,21,21,42,52,54,54,52,58,68,31,78,57,69,16,68,67,25,29,33,45,64,65,63,9,9,11,12,13
32,64,64,1650,1,3,2,2019,42,62,57,56,65,60,42,41,49,61,71,68,75,61,77,61,73,82,74,60,57,33,70,57,64,67,34,24,17,8,7,13,15,14
30,64,64,1379,1,2,2,2021,27,21,73,34,30,32,49,32,49,34,43,42,41,63,48,55,39,47,77,35,63,51,27,32,48,56,78,74,52,19,13,17,17,17
27,64,65,1697,1,3,3,2019,58,56,58,60,35,63,46,28,57,64,73,72,66,62,67,55,66,72,67,52,62,63,65,64,37,65,59,64,61,13,6,5,13,8
22,64,73,1620,1,3,2,2020,49,42,62,66,38,55,44,51,63,61,58,62,57,59,64,43,67,55,73,39,61,62,39,61,53,57,64,65,61,8,6,9,16,7
27,64,64,1434,1,3,2,2020,22,68,68,46,60,48,51,32,23,59,53,54,55,55,50,66,53,58,87,59,55,20,68,44,63,58,32,22,16,7,5,10,11,14
34,64,64,1743,1,3,3,2019,63,57,28,64,41,63,66,65,63,64,67,64,67,59,68,64,65,77,59,67,66,55,60,64,59,67,53,55,50,10,7,12,8,13
26,64,66,1833,1,2,3,2020,59,60,53,65,58,64,64,62,63,66,69,68,85,59,77,63,67,73,65,64,58,53,62,61,65,63,60,56,50,16,11,13,8,16
27,64,64,1708,1,2,2,2019,69,45,58,64,36,61,59,32,59,59,76,76,67,50,72,61,65,77,71,55,57,57,54,52,36,60,55,65,62,11,10,16,14,7
20,64,75,1095,1,2,1,2021,11,14,15,41,19,14,16,15,37,28,49,46,38,57,41,22,56,30,56,17,25,22,17,22,21,51,15,15,18,65,62,62,60,69
19,64,79,1605,1,3,2,2021,53,54,53,60,34,60,39,34,50,59,83,82,74,55,64,43,67,75,54,27,55,61,54,44,36,54,58,63,60,11,9,13,10,11
25,64,67,1691,1,3,3,2018,61,56,56,70,43,67,42,37,64,65,65,65,62,60,71,62,62,76,65,52,62,55,55,54,43,65,58,63,61,10,9,7,6,7
35,64,64,1727,1,4,3,2018,70,61,36,73,59,63,73,75,68,73,60,58,63,60,81,61,65,59,58,55,52,46,60,62,71,70,53,26,36,9,7,16,9,9
27,64,65,1593,1,3,2,2022,45,64,66,57,52,60,45,48,42,61,70,71,70,67,66,65,77,64,58,52,41,34,65,50,57,54,30,32,25,11,7,13,16,12
24,64,70,1067,1,3,1,2019,14,13,15,27,16,9,14,18,24,22,38,44,42,58,38,25,55,42,52,15,35,20,13,28,22,38,19,16,16,65,62,62,65,63
20,64,75,1463,1,3,2,2019,52,26,59,59,26,34,22,25,54,55,67,71,58,57,56,48,69,66,67,23,66,62,29,39,37,53,61,67,63,6,6,12,8,13
19,64,78,1544,1,2,2,2021,30,29,64,58,34,37,32,41,56,58,74,76,69,59,62,51,77,58,77,33,70,54,29,40,39,56,63,63,58,12,14,11,8,8
19,64,76,1534,1,3,3,2023,59,53,40,65,45,69,62,58,62,67,73,74,73,54,68,60,54,56,35,57,45,22,55,58,55,55,16,23,21,12,14,7,9,13
36,64,64,1318,1,2,2,2019,43,19,76,45,22,20,44,38,47,40,30,38,31,49,30,46,76,31,83,33,61,60,38,30,45,56,58,66,64,9,14,8,12,12
27,64,64,1811,1,4,3,2019,62,59,38,61,53,63,65,43,58,64,72,76,82,57,91,66,89,83,59,64,45,55,58,62,65,65,56,57,57,13,15,10,7,6
26,64,68,1534,1,4,2,2020,22,36,62,57,26,44,28,29,38,49,64,72,55,58,57,54,83,72,90,48,85,60,28,41,46,65,54,59,49,14,15,11,15,13
21,64,74,1615,1,2,3,2023,59,55,38,65,39,67,54,38,64,64,71,67,87,58,78,68,47,62,38,62,47,22,60,61,49,60,55,45,42,13,13,7,9,11
20,64,78,1489,1,3,2,"Jun 30, 2019",66,27,59,62,26,57,29,22,61,60,53,64,55,62,60,27,71,53,69,31,52,67,41,31,34,62,65,66,64,15,11,10,12,7
21,64,75,1668,1,3,2,2019,38,48,56,68,46,57,42,39,61,66,66,70,71,60,79,54,67,66,63,46,78,59,34,47,48,56,65,63,61,7,7,14,13,9
27,64,65,1767,1,3,3,2021,69,54,48,64,47,66,54,52,63,71,84,82,78,62,69,55,69,86,63,55,51,54,52,55,48,65,53,52,54,7,16,13,15,6
27,64,64,1143,1,3,1,2019,17,9,18,36,10,18,17,17,37,25,44,43,49,66,52,20,69,29,62,10,21,21,16,43,24,46,22,16,14,64,61,68,59,66
24,64,67,1734,1,3,2,2019,65,48,58,67,41,59,54,42,62,63,73,73,77,62,72,58,66,81,59,53,61,60,58,56,39,51,57,62,59,13,10,7,14,5
20,64,75,1572,1,3,2,2019,34,28,60,64,25,55,40,30,62,61,70,65,69,57,70,32,78,71,70,32,65,57,44,47,37,55,61,64,61,16,15,13,7,12
26,64,64,1591,1,3,2,2021,60,58,43,59,50,66,42,25,54,58,84,83,76,53,76,62,59,70,67,55,43,42,57,59,57,64,29,28,25,8,14,12,11,6
35,64,64,923,1,2,1,2019,11,15,10,28,13,8,14,13,27,15,29,29,37,59,35,16,43,26,43,16,25,13,10,28,20,58,3,12,12,64,60,59,64,66
26,64,64,1623,1,4,3,2020,61,63,60,50,65,68,54,51,40,61,79,84,65,57,44,72,53,70,86,57,56,35,61,62,45,55,38,19,15,13,13,9,6,11
36,64,64,1121,1,3,1,2021,15,8,14,23,14,13,14,15,24,23,49,52,41,63,52,22,71,39,71,15,37,22,9,12,22,66,25,20,21,63,65,61,66,60
27,64,67,910,1,3,1,2021,14,9,12,18,5,5,10,13,24,11,24,32,36,56,35,17,55,24,62,6,27,13,8,30,14,62,11,10,10,64,61,63,60,71
31,64,64,1070,1,3,1,2019,11,11,13,33,15,12,11,12,35,26,33,35,36,58,62,22,62,43,54,18,26,21,12,24,30,47,10,15,11,65,63,66,59,66
24,64,67,1846,1,4,2,2020,61,55,55,65,54,59,70,58,63,60,66,63,64,63,64,76,61,87,75,58,79,63,59,61,59,61,55,67,69,8,15,15,10,9
29,64,65,1103,1,2,1,2018,13,17,14,35,14,15,18,12,20,16,53,47,35,55,45,23,62,37,61,18,22,25,15,30,23,44,25,18,14,65,64,63,61,68
26,64,66,1686,1,3,2,2019,57,48,55,53,46,53,64,32,50,54,71,78,66,61,63,63,70,84,77,54,61,60,46,38,37,59,60,65,61,8,9,15,15,12
23,64,70,1629,1,5,2,2021,41,40,64,59,36,43,55,62,53,53,60,63,58,62,54,69,67,81,82,54,63,57,40,49,27,66,60,64,63,11,15,7,8,9
25,64,70,1151,1,3,1,2020,16,17,11,45,15,17,16,20,33,20,38,42,39,64,47,25,74,44,69,20,22,20,17,41,25,48,10,14,15,61,63,64,62,65
26,64,64,1682,1,3,2,2021,71,66,59,58,63,62,60,66,56,71,58,68,71,58,69,68,55,60,58,73,43,31,70,58,72,56,20,30,41,9,7,13,10,8
22,64,73,1656,1,3,2,2020,37,32,48,67,35,60,37,53,61,64,65,68,62,59,69,51,62,74,65,57,67,60,48,60,51,63,63,61,53,13,11,15,15,13
23,64,69,1733,1,3,2,"Jun 30, 2019",61,31,51,64,53,62,54,53,57,67,64,70,65,61,67,59,76,91,69,52,61,62,65,53,48,60,64,55,56,6,11,9,10,6
24,64,71,1672,1,3,2,2021,52,37,60,69,45,59,42,52,63,69,61,55,72,72,73,48,50,80,62,51,65,62,39,61,57,57,63,61,50,8,6,9,9,10
21,64,74,1705,1,3,3,2021,50,53,46,72,48,69,59,49,69,70,73,74,70,59,71,59,61,70,59,69,47,29,52,56,51,60,50,57,56,11,10,11,12,13
26,64,65,1588,1,4,2,2020,46,66,79,55,56,55,55,33,53,48,66,62,72,56,45,62,79,72,81,46,53,40,65,52,37,49,17,40,41,12,13,10,10,11
24,64,68,1725,1,3,2,2019,49,44,53,67,38,66,49,43,65,62,75,71,72,61,76,56,72,79,58,53,71,64,52,62,45,51,54,62,61,6,6,11,11,11
23,64,74,1062,1,3,1,2018,19,18,15,26,13,16,11,19,21,25,41,49,37,57,47,25,56,43,49,11,23,19,18,24,21,37,20,12,12,66,61,57,65,66
30,64,64,1854,1,2,2,2023,75,56,43,55,59,62,71,77,56,65,76,75,72,68,61,72,66,75,81,79,36,58,60,68,53,47,62,55,56,15,15,13,11,8
21,64,71,1702,1,3,2,2019,65,36,60,64,43,62,56,49,62,64,60,61,67,60,68,53,65,67,63,39,63,63,62,62,55,61,64,61,61,8,13,6,9,11
21,64,75,1704,1,4,3,"Jun 30, 2019",50,55,64,66,47,63,53,30,63,66,60,63,52,64,54,70,54,68,87,62,71,60,56,63,40,65,61,62,55,5,13,8,6,13
22,64,71,1814,1,3,3,2019,65,43,60,65,60,70,57,29,64,64,78,76,73,60,84,70,75,67,74,62,67,58,62,63,39,65,58,62,60,6,9,14,9,11
18,64,80,1722,1,3,2,2020,51,39,62,65,45,55,48,39,63,58,69,67,62,61,70,69,66,52,79,57,79,61,58,59,51,65,65,66,60,10,8,11,11,6
29,64,64,1611,1,3,2,2020,59,35,58,60,31,51,48,34,57,60,70,75,57,64,63,46,59,76,68,25,70,62,57,46,41,62,64,60,61,15,11,10,9,9
32,64,64,1050,1,3,1,2021,16,14,16,17,13,12,12,17,24,13,55,50,39,55,40,17,66,35,41,12,27,22,17,30,15,25,19,14,20,70,52,67,67,66
21,64,76,1545,1,3,3,2019,53,66,61,62,53,65,46,31,51,66,79,77,72,60,71,57,65,55,59,52,34,15,62,57,59,60,26,24,12,12,11,13,13,6
29,64,64,1575,1,3,2,2020,55,66,64,59,58,61,43,36,40,58,68,69,57,63,59,63,69,60,68,61,79,13,62,50,69,59,26,15,22,13,12,9,13,15
21,64,72,1514,1,3,2,2021,36,65,67,50,44,52,30,31,35,56,69,76,50,62,49,71,63,65,81,49,63,32,63,55,61,51,35,32,26,12,12,7,7,8
17,64,80,1556,1,3,3,2021,49,63,64,61,58,64,49,59,50,64,66,68,60,57,59,64,60,59,65,62,40,15,59,59,62,64,19,25,22,11,9,14,6,14
23,64,69,1310,1,2,2,2019,26,21,70,52,22,33,23,21,44,38,51,54,40,55,34,43,59,61,89,28,60,54,25,32,40,47,59,66,62,7,9,15,9,8
32,64,64,1621,1,3,3,2021,68,61,33,69,45,69,63,57,60,67,57,57,67,61,58,59,82,54,70,61,43,27,59,55,51,57,55,27,34,13,11,9,13,6
20,64,76,1611,1,2,2,"Jun 30, 2019",45,38,67,63,41,51,48,43,59,58,61,55,58,64,49,60,62,69,75,41,72,62,37,42,48,46,61,69,63,10,14,6,6,14
19,64,75,1697,1,3,2,2022,45,46,49,55,48,62,35,33,53,66,75,69,70,64,69,70,65,77,73,68,60,70,31,45,58,45,58,66,68,9,6,11,9,14
29,64,64,1561,1,2,2,2019,68,25,41,64,27,57,43,35,68,64,54,69,59,60,65,37,57,78,68,26,70,62,51,34,36,48,59,63,58,14,9,13,13,14
24,64,67,1597,1,2,2,2018,46,48,56,67,36,58,37,45,54,64,56,59,49,59,68,53,62,73,67,49,66,63,38,39,48,51,65,65,58,7,14,7,9,12
30,64,64,1801,1,3,2,2019,48,51,55,64,50,61,64,69,56,62,65,63,68,68,70,67,72,78,68,59,69,65,66,64,40,68,57,57,56,10,12,16,16,15
26,64,65,1709,1,3,3,2021,59,46,49,65,44,64,43,39,59,66,78,74,72,64,80,55,72,76,57,49,68,58,61,64,39,51,46,60,54,14,14,6,8,6
18,64,80,1693,1,4,3,2019,53,60,43,64,64,72,73,64,61,66,73,70,86,55,80,62,53,54,49,58,58,26,58,61,59,64,31,40,41,7,13,12,14,13
25,64,68,1449,1,3,2,"Jun 30, 2019",33,35,72,56,32,43,33,32,36,51,59,53,49,55,56,44,71,66,76,27,65,62,32,40,47,59,59,64,61,12,8,6,8,6
23,64,72,1360,1,3,2,2020,36,22,63,53,32,31,29,28,42,46,48,45,34,60,53,50,70,57,67,23,59,63,29,38,42,58,60,73,66,5,11,6,9,10
18,64,80,1748,1,4,3,"Jun 30, 2019",64,50,44,70,58,72,68,68,65,72,68,68,78,59,78,67,64,68,50,62,44,48,56,56,59,56,51,48,48,6,8,7,14,10
31,64,64,1711,1,4,2,"Dec 31, 2018",64,42,55,60,34,63,62,55,56,60,71,71,71,65,67,53,49,85,65,40,62,63,62,59,45,58,60,58,53,8,15,13,12,13
37,64,64,1000,1,3,1,2019,9,14,14,21,12,13,11,11,13,17,30,33,39,53,38,24,50,21,64,9,38,22,16,47,14,67,16,15,12,63,64,66,66,65
22,64,72,1521,1,2,3,2020,65,54,34,56,48,67,58,42,50,64,83,85,74,58,68,51,46,68,49,36,34,29,60,44,39,47,36,38,33,15,6,10,6,15
36,64,64,1107,1,2,1,2019,17,11,20,33,11,11,15,14,32,24,42,41,52,55,32,20,68,38,61,16,30,26,13,18,27,54,25,18,17,66,64,62,65,63
25,64,68,1568,1,4,2,2019,59,31,53,51,25,61,29,32,41,60,77,79,71,58,54,41,72,73,75,24,76,59,46,39,42,56,57,67,65,6,11,15,10,9
28,64,64,1604,1,4,2,2020,33,60,62,53,54,61,56,33,31,59,86,84,83,59,68,64,84,70,70,59,65,20,65,45,63,60,29,12,13,12,14,12,12,13
21,64,70,1608,1,3,2,2022,64,67,55,62,58,68,59,42,55,61,77,75,66,58,66,72,69,66,69,58,44,19,65,48,62,65,22,14,17,7,7,10,12,14
20,64,75,1693,1,3,2,2020,66,39,52,64,43,60,42,39,59,65,68,72,78,63,81,61,60,63,62,41,67,58,60,54,46,51,64,63,61,6,9,9,6,12
19,64,79,1616,1,3,3,2022,54,57,40,58,39,70,46,34,50,65,92,90,94,47,94,63,75,61,51,45,54,31,54,52,54,52,32,30,30,8,12,7,12,15
23,64,70,1594,1,3,3,2020,64,50,47,66,54,68,52,39,59,66,74,77,77,49,73,67,47,65,55,52,36,18,55,55,67,52,34,36,48,10,8,6,9,11
31,64,64,1803,1,3,2,2019,57,56,48,65,57,62,55,62,63,64,66,68,65,63,60,64,72,87,72,59,76,55,63,60,55,62,61,54,52,10,7,14,16,15
26,64,65,1574,2,3,2,2019,54,61,63,59,50,63,30,31,45,60,75,79,87,57,56,64,69,75,79,59,45,19,59,39,55,60,35,25,26,9,10,12,11,13
28,64,64,1568,1,3,3,2020,57,30,62,59,32,67,42,33,50,61,62,66,54,64,73,44,68,71,65,28,75,68,37,36,44,50,57,59,64,12,9,7,6,6
33,64,64,1765,1,3,2,2020,73,46,63,64,39,56,70,70,64,62,59,58,58,61,66,57,70,69,70,52,66,64,44,65,62,56,61,62,61,13,10,7,16,7
21,64,71,1621,1,4,2,2021,63,68,35,56,58,65,56,51,46,59,78,83,72,55,66,66,77,60,63,65,35,36,63,58,61,61,31,21,24,9,13,8,7,13
25,64,69,1679,1,3,3,2022,61,57,58,64,36,65,51,51,62,64,81,84,90,53,92,61,70,54,32,57,41,51,60,58,66,58,47,31,26,11,10,10,15,10
24,64,68,1769,1,4,3,2019,60,58,57,63,59,65,64,66,61,67,48,59,72,59,58,68,72,85,70,65,66,49,58,61,61,62,47,55,47,14,6,10,7,12
24,64,69,1776,1,4,3,2020,63,54,47,67,51,68,72,70,63,68,75,70,78,65,76,71,66,69,61,57,58,52,59,66,40,66,49,44,49,9,8,11,11,9
21,64,69,1466,1,3,3,2021,62,57,31,48,43,69,40,36,41,66,83,87,83,56,71,47,48,56,65,37,33,18,61,59,46,52,25,20,24,7,10,11,13,13
22,64,72,1543,1,3,3,2019,59,51,38,58,48,68,41,58,50,66,81,86,75,52,75,52,75,76,44,40,32,27,47,58,42,47,42,24,27,12,7,15,9,8
25,64,67,1709,1,3,3,2019,71,63,34,64,62,67,74,76,63,64,73,60,83,56,73,73,66,65,49,65,55,35,57,59,55,58,31,29,28,14,11,12,13,9
23,64,69,1576,1,3,3,2021,56,64,39,58,53,66,61,49,54,62,77,76,74,63,78,58,66,65,43,55,38,26,61,59,56,63,21,27,21,8,7,8,13,14
21,64,72,1506,1,3,2,2020,45,70,68,48,47,59,44,42,42,60,75,77,56,60,68,62,69,59,61,59,41,18,58,46,67,60,17,15,15,15,9,9,13,12
17,64,80,1584,1,3,2,2020,60,33,65,55,27,58,30,30,62,62,77,76,63,50,66,29,82,69,73,39,55,60,45,32,40,45,64,64,60,12,11,13,12,10
22,64,74,1349,1,3,2,2021,20,15,55,53,29,30,30,29,41,55,44,57,37,59,68,35,71,66,68,17,69,64,22,34,31,54,62,66,62,9,14,14,15,8
23,64,72,1444,1,3,2,2023,34,29,63,49,29,40,26,29,44,42,63,65,56,63,60,60,67,63,60,35,66,64,24,38,34,45,67,65,63,10,10,10,11,5
21,64,77,1684,1,2,2,2021,49,48,57,63,38,58,50,39,62,65,64,60,69,57,67,68,68,68,74,44,71,55,48,60,45,51,62,66,62,10,9,8,13,7
30,64,64,1637,1,3,2,2021,52,49,60,70,45,57,56,59,64,66,69,61,63,63,68,49,52,44,54,67,60,38,53,70,42,54,16,74,59,9,10,9,14,15
19,64,74,1484,1,3,2,2020,36,69,62,56,58,58,46,29,47,61,76,78,73,62,67,54,59,58,63,51,32,11,63,56,61,57,19,13,15,6,14,11,10,10
19,64,81,1542,1,3,2,"Jun 30, 2019",55,71,50,56,41,72,43,45,37,69,67,71,65,59,65,62,39,52,56,72,35,24,65,61,51,49,55,25,23,13,12,11,6,14
30,64,64,1587,1,3,3,2019,61,57,30,61,61,63,63,45,58,61,82,82,79,57,86,65,67,61,30,59,36,25,60,59,59,51,26,23,15,10,8,14,12,12
23,64,72,1683,1,3,3,2020,64,56,46,65,56,63,65,48,63,65,65,55,71,62,77,62,56,71,61,55,48,58,62,63,45,64,49,48,44,6,9,6,7,12
24,64,68,1596,1,4,2,2019,45,64,57,49,60,59,51,35,31,58,86,93,79,55,79,70,75,76,76,50,39,19,57,46,57,53,29,19,18,13,12,10,14,15
26,64,65,1415,1,2,2,2023,22,17,60,60,27,47,28,26,57,53,74,79,44,57,47,34,71,66,72,19,65,61,27,34,34,55,63,62,61,14,9,11,7,7
23,64,73,1018,1,2,1,2019,14,18,15,17,15,17,12,18,19,16,45,45,33,53,32,21,57,25,57,14,16,16,15,43,17,32,15,15,17,63,66,64,64,64
20,64,75,1470,1,3,2,2020,32,67,63,54,54,57,47,40,39,62,55,63,65,63,65,63,66,59,68,59,33,19,65,49,52,51,20,23,17,7,12,8,12,12
25,64,67,1574,1,3,2,2019,41,64,75,59,54,53,54,36,54,59,46,54,52,62,53,67,69,74,76,58,70,23,65,50,62,64,25,34,28,14,6,15,8,14
37,64,64,1123,1,2,1,2019,14,15,12,35,15,21,14,12,35,24,38,36,35,60,56,18,68,34,60,15,31,25,15,47,21,59,17,20,15,65,63,64,63,60
24,64,69,1548,1,2,3,2019,25,65,53,64,55,67,42,32,43,65,81,79,79,60,77,65,61,75,57,57,36,18,61,58,63,63,30,17,19,6,7,7,9,15
19,64,80,1715,1,3,3,2019,63,52,56,61,48,64,57,41,56,63,78,79,69,63,72,63,61,61,51,59,62,60,50,46,43,62,59,61,62,12,12,11,7,13
25,64,69,1144,1,2,1,2020,11,13,13,33,14,11,14,13,35,19,54,42,56,61,55,21,71,38,64,15,37,23,13,43,17,61,14,14,17,65,61,61,62,64
20,64,75,873,1,2,1,2020,12,7,14,30,9,6,11,13,21,14,22,31,32,47,29,17,30,18,60,5,27,11,9,30,14,55,9,14,11,67,65,61,61,66
20,64,78,1452,1,2,2,2021,31,26,65,51,33,30,35,29,38,46,54,60,63,60,60,48,72,75,75,37,69,70,31,29,40,48,55,63,60,5,7,11,10,14
30,64,64,1591,1,3,3,2021,44,55,47,59,46,70,62,58,50,63,75,73,72,59,74,59,65,47,52,52,42,59,56,72,57,54,27,21,20,7,13,16,9,10
21,64,72,1534,1,2,2,2019,56,34,52,58,34,61,40,33,38,61,72,65,68,60,71,35,58,59,51,32,65,65,40,37,41,55,64,67,66,7,9,14,8,13
33,64,64,1554,1,3,2,2021,43,39,67,49,51,58,44,38,41,59,50,40,60,53,61,61,72,52,71,57,66,61,13,50,51,60,56,67,67,8,13,12,11,13
26,64,65,1812,1,2,3,2020,52,52,70,65,51,64,53,46,56,65,66,69,67,66,63,63,75,80,78,55,76,63,59,59,51,64,59,66,62,14,15,7,11,14
26,64,65,1574,1,3,3,2020,49,68,62,59,59,65,48,42,40,65,69,71,70,43,76,67,71,64,67,60,40,24,59,53,65,60,19,20,17,14,11,12,11,14
28,64,65,1062,1,2,1,2020,12,11,16,23,7,16,12,13,16,18,47,43,36,58,50,19,70,28,74,12,28,18,11,39,27,21,15,11,19,64,65,60,57,67
28,64,64,1638,1,3,3,2023,54,61,53,63,60,63,57,55,52,63,69,77,73,63,62,71,70,63,69,64,33,23,61,67,71,59,27,25,17,12,11,7,10,12
22,64,72,1738,1,3,3,2020,63,62,53,65,60,63,55,54,63,65,77,78,84,61,78,66,58,58,53,60,57,45,53,54,63,54,28,53,55,13,9,12,8,12
26,64,65,1436,1,4,2,2020,27,65,67,54,54,58,38,32,27,64,60,55,59,54,56,68,67,63,79,59,26,15,61,43,60,51,30,13,18,14,8,12,15,15
25,64,69,1794,1,3,2,2023,63,53,58,67,58,63,67,70,59,61,74,75,71,61,64,66,57,74,66,54,67,59,64,65,60,62,42,58,55,11,11,7,8,6
24,64,68,1373,1,2,2,2022,33,25,66,53,20,42,29,29,51,43,42,44,43,59,54,50,56,62,80,36,77,60,30,29,25,40,63,62,63,14,9,6,11,7
29,64,64,1764,1,4,2,2019,56,47,52,64,43,56,58,43,64,62,68,66,69,68,72,45,75,85,67,49,70,67,55,65,54,66,62,61,59,16,16,12,10,8
19,64,75,1625,1,3,3,2019,51,49,47,73,52,66,59,58,64,72,65,57,68,45,66,62,34,48,56,44,52,40,55,66,59,65,57,58,46,9,15,11,6,15
27,64,64,1701,1,4,3,2018,61,58,49,59,54,65,58,58,57,63,74,77,68,64,73,57,74,61,48,54,65,54,58,58,53,53,36,47,39,10,12,15,10,12
26,64,65,1610,1,3,2,2021,45,32,63,58,40,56,38,48,51,59,61,63,60,61,58,58,67,53,68,54,71,60,46,50,53,71,61,63,62,7,9,11,13,11
23,64,69,1613,1,3,2,2021,61,27,54,58,33,40,39,38,57,52,72,73,69,62,67,48,58,80,67,31,76,65,54,42,46,58,59,64,63,6,12,10,15,15
28,64,64,1707,1,4,2,2023,62,56,43,65,52,60,54,58,64,63,76,71,68,61,70,53,47,69,55,58,50,56,61,59,61,60,57,52,52,11,11,12,8,12
23,64,68,1718,1,3,3,2020,60,58,47,58,45,67,54,39,55,60,84,80,78,62,68,55,62,73,68,52,54,64,60,55,36,63,52,63,59,8,9,12,14,7
27,64,64,1800,1,3,3,2020,62,56,57,67,56,68,60,67,64,66,65,65,77,58,72,70,72,73,71,65,57,54,52,61,60,55,53,57,55,6,6,7,15,6
22,64,70,1735,1,3,3,2019,58,56,61,66,49,63,56,41,64,65,68,73,86,55,83,63,71,74,51,56,66,51,56,58,39,56,45,59,56,8,10,12,6,10
26,64,64,1721,1,4,2,2019,46,45,44,67,53,59,51,54,63,63,70,72,76,59,67,40,72,58,69,56,52,67,61,63,50,63,63,64,59,9,13,6,16,14
21,64,74,1606,1,3,3,2019,48,65,52,56,58,64,61,35,54,64,66,61,74,62,57,70,56,74,78,68,41,33,59,54,69,51,31,21,19,14,12,11,12,7
30,64,64,1513,1,3,2,2020,53,36,64,56,18,69,38,41,41,52,63,62,51,58,68,28,54,56,40,40,58,60,52,46,48,41,63,76,75,9,10,7,14,7
26,64,67,1521,1,4,3,2022,43,70,68,49,61,51,55,40,34,57,58,69,65,57,58,65,75,69,73,62,51,22,67,38,59,55,25,18,10,12,6,16,6,12
26,64,64,1647,1,3,3,2020,63,58,45,64,55,65,67,64,59,64,72,74,72,56,60,68,58,64,62,64,46,34,58,63,62,56,29,24,35,6,6,9,6,15
21,64,72,1462,1,2,2,2022,33,36,68,55,32,34,29,24,48,41,55,63,65,54,56,38,80,63,69,19,65,66,41,40,39,61,51,68,65,15,12,13,16,9
23,64,69,1551,1,2,3,2020,32,64,62,50,64,68,54,41,39,63,61,64,75,60,78,70,71,67,65,64,30,17,60,57,65,57,19,20,20,12,7,13,8,11
